#IXO 3.2 m diameter 20 m focal length prescription file,,,,,,,,,,,,,,,,,
328,666.325862,666.533984,668.196628,0.008325994,0.008313026,5.547953092,1.000277359,20011.0966754741,69.7177977335472,0.008313026,665.701250,660.701990,1.678728,0.024991097
329,663.708483,663.915789,665.571906,0.008293313,0.008280396,5.504468083,1.000275186,20011.0096934417,69.1713477155152,0.008280396,663.086324,658.106695,1.672134,0.024893002
330,661.097705,661.304195,662.953802,0.008260714,0.008247848,5.461263006,1.000273026,20010.9232714486,68.6284154427377,0.008247848,660.477992,655.517945,1.665556,0.024795154
331,658.493511,658.699188,660.342301,0.008228197,0.008215381,5.418336299,1.000270880,20010.8374063483,68.0889812760182,0.008215381,657.876238,652.935724,1.658995,0.024697552
332,655.895884,656.100750,657.737386,0.008195761,0.008182996,5.375686407,1.000268748,20010.7520950517,67.5530256660498,0.008182996,655.281046,650.360014,1.652451,0.024600195
333,653.304807,653.508865,655.139040,0.008163407,0.008150693,5.333311784,1.000266630,20010.6673344726,67.02052920582,0.008150693,652.692397,647.790800,1.645923,0.024503082
334,650.720265,650.923516,652.547246,0.008131135,0.008118471,5.291210893,1.000264526,20010.5831215215,66.4914725707283,0.008118471,650.110277,645.228065,1.639411,0.024406214
335,648.142240,648.344687,649.961988,0.008098944,0.008086330,5.249382205,1.000262435,20010.4994531199,65.9658365335426,0.008086330,647.534668,642.671792,1.632916,0.024309589
336,645.570717,645.772360,647.383249,0.008066833,0.008054269,5.207824197,1.000260357,20010.4163262587,65.4436019943542,0.008054269,644.965554,640.121966,1.626438,0.024213208
337,643.005677,643.206520,644.811012,0.008034803,0.008022289,5.166535357,1.000258293,20010.3337378628,64.9247499206733,0.008022289,642.402919,637.578570,1.619975,0.024117068
338,640.447106,640.647150,642.245262,0.008002854,0.007990390,5.125514179,1.000256243,20010.2516849608,64.4092613848704,0.007990390,639.846745,635.041587,1.613529,0.024021170
339,637.894986,638.094234,639.685982,0.007970985,0.007958570,5.084759166,1.000254206,20010.1701645318,63.8971175791569,0.007958570,637.297017,632.511002,1.607100,0.023925513
340,635.349302,635.547755,637.133155,0.007939196,0.007926831,5.044268828,1.000252182,20010.0891736155,63.3882997931213,0.007926831,634.753719,629.986797,1.600686,0.023830096
341,632.810037,633.007698,634.586765,0.007907487,0.007895171,5.004041683,1.000250171,20010.0087092141,62.8827894062308,0.007895171,632.216833,627.468958,1.594289,0.023734919
342,630.277175,630.474045,632.046795,0.007875858,0.007863591,4.964076258,1.000248173,20009.9287684192,62.3805678953208,0.007863591,629.686345,624.957467,1.587908,0.023639982
343,627.750699,627.946780,629.513230,0.007844308,0.007832091,4.924371087,1.000246188,20009.8493482421,61.8816168196239,0.007832091,627.162237,622.452310,1.581542,0.023545283
344,625.230594,625.425888,626.986053,0.007812838,0.007800669,4.884924710,1.000244216,20009.7704458262,61.3859178806802,0.007800669,624.644493,619.953468,1.575193,0.023450822
345,622.716842,622.911352,624.465249,0.007781447,0.007769327,4.845735679,1.000242257,20009.6920582353,60.8934528324719,0.007769327,622.133097,617.460928,1.568860,0.023356599
346,620.209429,620.403156,621.950800,0.007750134,0.007738063,4.806802550,1.000240311,20009.6141825909,60.4042035563086,0.007738063,619.628034,614.974672,1.562543,0.023262612
347,617.708338,617.901285,619.442691,0.007718900,0.007706878,4.768123887,1.000238378,20009.5368160005,59.9181520158767,0.007706878,617.129287,612.494686,1.556242,0.023168862
348,615.213554,615.405721,616.940905,0.007687745,0.007675771,4.729698263,1.000236457,20009.4599556398,59.4352802647611,0.007675771,614.636840,610.020952,1.549957,0.023075347
349,612.725059,612.916450,614.445428,0.007656668,0.007644743,4.691524259,1.000234549,20009.3835986389,58.9555704314593,0.007644743,612.150678,607.553455,1.543687,0.022982068
350,610.242838,610.433454,611.956242,0.007625670,0.007613792,4.653600460,1.000232653,20009.3077421803,58.4790048241997,0.007613792,609.670784,605.092179,1.537433,0.022889022
351,607.766876,607.956719,609.473332,0.007594749,0.007582919,4.615925463,1.000230770,20009.2323834739,58.0055657437477,0.007582919,607.197142,602.637110,1.531196,0.022796211
352,605.297156,605.486228,606.996682,0.007563906,0.007552124,4.578497870,1.000228899,20009.157519687,57.5352356256828,0.007552124,604.729737,600.188230,1.524973,0.022703633
353,602.833663,603.021966,604.526276,0.007533140,0.007521407,4.541316290,1.000227040,20009.0831480587,57.0679970254211,0.007521407,602.268552,597.745524,1.518767,0.022611288
354,600.376381,600.563917,602.062098,0.007502452,0.007490766,4.504379340,1.000225194,20009.0092658111,56.6038325433293,0.007490766,599.813573,595.308976,1.512576,0.022519175
355,597.925294,598.112064,599.604133,0.007471841,0.007460203,4.467685646,1.000223359,20008.9358701866,56.1427249071101,0.007460203,597.364783,592.878572,1.506401,0.022427293
356,595.480386,595.666393,597.152364,0.007441306,0.007429716,4.431233838,1.000221537,20008.8629584724,55.6846569043636,0.007429716,594.922167,590.454295,1.500241,0.022335643
357,593.041643,593.226888,594.706776,0.007410849,0.007399306,4.395022556,1.000219727,20008.7905279096,55.2296114500486,0.007399306,592.485708,588.036130,1.494097,0.022244223
358,590.609047,590.793533,592.267354,0.007380468,0.007368972,4.359050445,1.000217929,20008.7185758198,54.777571519043,0.007368972,590.055393,585.624061,1.487968,0.022153032
359,588.182584,588.366313,589.834082,0.007350164,0.007338715,4.323316160,1.000216142,20008.6470995043,54.328520198557,0.007338715,587.631204,583.218073,1.481855,0.022062071
360,585.762238,585.945211,587.406944,0.007319935,0.007308534,4.287818361,1.000214368,20008.576096243,53.8824406432379,0.007308534,585.213126,580.818151,1.475757,0.021971339
361,583.347994,583.530213,584.985925,0.007289783,0.007278429,4.252555715,1.000212605,20008.5055634363,53.4393161350383,0.007278429,582.801145,578.424279,1.469675,0.021880834
362,580.939836,581.121304,582.571009,0.007259707,0.007248399,4.217526896,1.000210854,20008.4354983823,52.9991299933834,0.007248399,580.395244,576.036442,1.463608,0.021790557
363,578.537749,578.718466,580.162180,0.007229706,0.007218445,4.182730588,1.000209115,20008.3658984534,52.5618656575356,0.007218445,577.995408,573.654625,1.457556,0.021700508
364,576.141717,576.321687,577.759425,0.007199780,0.007188566,4.148165478,1.000207387,20008.2967610522,52.1275066566353,0.007188566,575.601621,571.278812,1.451520,0.021610684
365,573.751725,573.930949,575.362726,0.007169930,0.007158762,4.113830262,1.000205670,20008.2280835256,51.6960365947247,0.007158762,573.213870,568.908988,1.445498,0.021521086
366,571.367759,571.546238,572.972068,0.007140155,0.007129033,4.079723642,1.000203965,20008.1598632966,51.2674391807156,0.007129033,570.832137,566.545138,1.439492,0.021431714
367,568.989801,569.167538,570.587437,0.007110455,0.007099379,4.045844328,1.000202272,20008.0920977923,50.8416981684512,0.007099379,568.456408,564.187247,1.433501,0.021342566
368,566.617838,566.794834,568.208818,0.007080829,0.007069800,4.012191037,1.000200589,20008.0247844485,50.4187974465944,0.007069800,566.086668,561.835300,1.427525,0.021253643
369,564.251854,564.428112,565.836194,0.007051278,0.007040294,3.978762491,1.000198918,20007.95792068,49.9987209712411,0.007040294,563.722902,559.489281,1.421565,0.021164943
370,561.891835,562.067355,563.469551,0.007021801,0.007010863,3.945557421,1.000197258,20007.8915039459,49.5814527808534,0.007010863,561.365094,557.149177,1.415619,0.021076465
371,559.537764,559.712549,561.108873,0.006992398,0.006981506,3.912574563,1.000195610,20007.8255317501,49.1669769888135,0.006981506,559.013230,554.814971,1.409688,0.020988211
372,557.189627,557.363679,558.754146,0.006963069,0.006952223,3.879812659,1.000193972,20007.7600015556,48.7552777983723,0.006952223,556.667294,552.486649,1.403772,0.020900178
373,554.847409,555.020730,556.405355,0.006933814,0.006923014,3.847270461,1.000192345,20007.6949108983,48.346339532631,0.006923014,554.327271,550.164196,1.397871,0.020812367
374,552.511095,552.683686,554.062484,0.006904633,0.006893878,3.814946725,1.000190729,20007.6302572365,47.9401465221787,0.006893878,551.993146,547.847598,1.391985,0.020724776
375,550.180670,550.352534,551.725518,0.006875524,0.006864815,3.782840215,1.000189124,20007.5660381107,47.5366832773705,0.006864815,549.664905,545.536838,1.386114,0.020637406
376,547.856119,548.027257,549.394443,0.006846489,0.006835825,3.750949699,1.000187530,20007.5022510679,47.1359343010654,0.006835825,547.342533,543.231903,1.380258,0.020550255
377,545.537427,545.707841,547.069244,0.006817527,0.006806908,3.719273955,1.000185946,20007.4388936727,46.7378842234612,0.006806908,545.026014,540.932778,1.374416,0.020463323
378,543.224579,543.394271,544.749905,0.006788638,0.006778064,3.687811765,1.000184374,20007.3759634389,46.3425177646369,0.006778064,542.715334,538.639448,1.368589,0.020376610
379,540.917561,541.086533,542.436412,0.006759822,0.006749292,3.656561918,1.000182811,20007.3134580392,45.9498196970995,0.006749292,540.410479,536.351899,1.362777,0.020290115
380,538.616358,538.784611,540.128750,0.006731078,0.006720593,3.625523211,1.000181260,20007.25137497,45.5597748832304,0.006720593,538.111433,534.070115,1.356979,0.020203838
381,536.320955,536.488492,537.826905,0.006702406,0.006691966,3.594694446,1.000179719,20007.1897118949,45.1723682828121,0.006691966,535.818181,531.794083,1.351196,0.020117777
382,534.031338,534.198159,535.530861,0.006673806,0.006663410,3.564074431,1.000178188,20007.1284663743,44.7875849304961,0.006663410,533.530709,529.523787,1.345428,0.020031933
383,531.747491,531.913600,533.240605,0.006645278,0.006634927,3.533661980,1.000176667,20007.0676360577,44.4054099133777,0.006634927,531.249003,527.259213,1.339674,0.019946304
384,529.469401,529.634798,530.956120,0.006616822,0.006606515,3.503455916,1.000175157,20007.0072186355,44.0258284309026,0.006606515,528.973048,525.000348,1.333934,0.019860891
385,527.197052,527.361740,528.677394,0.006588437,0.006578175,3.473455066,1.000173658,20006.9472117026,43.6488257349605,0.006578175,526.702829,522.747175,1.328210,0.019775693
386,524.930431,525.094410,526.404410,0.006560124,0.006549906,3.443658262,1.000172168,20006.8876129551,43.2743871822796,0.006549906,524.438332,520.499681,1.322499,0.019690709
387,522.669522,522.832796,524.137156,0.006531882,0.006521708,3.414064346,1.000170689,20006.8284200244,42.9024981970177,0.006521708,522.179542,518.257852,1.316803,0.019605938
388,520.414311,520.576881,521.875615,0.006503711,0.006493580,3.384672163,1.000169219,20006.769630684,42.5331442707424,0.006493580,519.926445,516.021673,1.311121,0.019521381
389,518.164784,518.326651,519.619774,0.006475611,0.006465524,3.355480566,1.000167760,20006.7112425399,42.166310984892,0.006465524,517.679027,513.791130,1.305454,0.019437036
390,515.920927,516.082093,517.369619,0.006447582,0.006437538,3.326488412,1.000166311,20006.6532534194,41.8019839883308,0.006437538,515.437272,511.566208,1.299801,0.019352904
391,513.682724,513.843192,515.125134,0.006419623,0.006409623,3.297694567,1.000164871,20006.5956609437,41.4401490048122,0.006409623,513.201168,509.346894,1.294162,0.019268983
392,511.450163,511.609933,512.886306,0.006391734,0.006381777,3.269097900,1.000163442,20006.5384629403,41.0807918554688,0.006381777,510.970699,507.133173,1.288537,0.019185273
393,509.223227,509.382303,510.653120,0.006363915,0.006354002,3.240697289,1.000162022,20006.4816570816,40.7238984063712,0.006354002,508.745851,504.925032,1.282927,0.019101773
394,507.001905,507.160286,508.425562,0.006336167,0.006326297,3.212491615,1.000160612,20006.4252412079,40.3694546359472,0.006326297,506.526610,502.722455,1.277330,0.019018484
395,504.786180,504.943870,506.203619,0.006308488,0.006298661,3.184479767,1.000159211,20006.3692130193,40.0174465375957,0.006298661,504.312962,500.525429,1.271748,0.018935403
396,502.576039,502.733039,503.987274,0.006280879,0.006271095,3.156660639,1.000157821,20006.3135703304,39.667860254528,0.006271095,502.104893,498.333940,1.266180,0.018852532
397,500.371468,500.527779,501.776515,0.006253339,0.006243598,3.129033132,1.000156439,20006.2583109859,39.3206819524221,0.006243598,499.902388,496.147974,1.260626,0.018769869
398,498.172453,498.328078,499.571328,0.006225868,0.006216170,3.101596152,1.000155068,20006.2034327473,38.9758978718548,0.006216170,497.705434,493.967516,1.255086,0.018687414
399,495.978980,496.133919,497.371697,0.006198467,0.006188811,3.074348610,1.000153706,20006.1489334746,38.633494373251,0.006188811,495.514017,491.792554,1.249559,0.018605167
400,493.791034,493.945290,495.177610,0.006171134,0.006161521,3.047289424,1.000152353,20006.0948109565,38.2934578170319,0.006161521,493.328122,489.623073,1.244047,0.018523126
401,491.608602,491.762177,492.989052,0.006143870,0.006134300,3.020417518,1.000151009,20006.0410630857,37.9557746909514,0.006134300,491.147735,487.459059,1.238549,0.018441291
402,489.431670,489.584564,490.806009,0.006116675,0.006107147,2.993731820,1.000149675,20005.9876876735,37.6204315501785,0.006107147,488.972843,485.300498,1.233064,0.018359663
403,487.260223,487.412440,488.628467,0.006089548,0.006080062,2.967231267,1.000148351,20005.9346826205,37.2874149948177,0.006080062,486.803432,483.147377,1.227593,0.018278239
404,485.094249,485.245789,486.456413,0.006062489,0.006053046,2.940914798,1.000147035,20005.882045812,36.9567117223492,0.006053046,484.639488,480.999682,1.222137,0.018197021
405,482.933732,483.084598,484.289832,0.006035499,0.006026097,2.914781360,1.000145728,20005.8297750574,36.6283084826823,0.006026097,482.480997,478.857399,1.216693,0.018116006
406,480.778660,480.928853,482.128711,0.006008576,0.005999216,2.888829905,1.000144431,20005.777868414,36.302192115612,0.005999216,480.327945,476.720515,1.211264,0.018035195
407,478.629019,478.778541,479.973035,0.005981721,0.005972403,2.863059390,1.000143143,20005.726323645,35.97834951336,0.005972403,478.180318,474.589015,1.205848,0.017954588
408,476.484795,476.633646,477.822792,0.005954933,0.005945657,2.837468778,1.000141863,20005.675138823,35.6567676505394,0.005945657,476.038104,472.462886,1.200446,0.017874183
409,474.345973,474.494157,475.677967,0.005928213,0.005918979,2.812057038,1.000140593,20005.6243117259,35.3374335616894,0.005918979,473.901287,470.342116,1.195058,0.017793981
410,472.212542,472.360059,473.538546,0.005901560,0.005892367,2.786823143,1.000139331,20005.5738404258,35.0203343487559,0.005892367,471.769855,468.226689,1.189683,0.017713980
411,470.084486,470.231339,471.404517,0.005874974,0.005865823,2.761766075,1.000138079,20005.5237228133,34.7054572035713,0.005865823,469.643794,466.116593,1.184321,0.017634180
412,467.961792,468.107982,469.275865,0.005848455,0.005839345,2.736884816,1.000136835,20005.4739568784,34.3927893554134,0.005839345,467.523090,464.011813,1.178973,0.017554581
413,465.844448,465.989976,467.152576,0.005822003,0.005812934,2.712178359,1.000135600,20005.4245405845,34.082318138424,0.005812934,465.407730,461.912338,1.173639,0.017475182
414,463.732438,463.877307,465.034638,0.005795617,0.005786589,2.687645699,1.000134373,20005.375471972,33.7740309092226,0.005786589,463.297700,459.818153,1.168318,0.017395983
415,461.625750,461.769962,462.922037,0.005769298,0.005760310,2.663285836,1.000133155,20005.3267489883,33.4679151292754,0.005760310,461.192987,457.729244,1.163010,0.017316983
416,459.524371,459.667926,460.814758,0.005743044,0.005734098,2.639097778,1.000131946,20005.2783696547,33.1639583199863,0.005734098,459.093577,455.645600,1.157716,0.017238182
417,457.428286,457.571187,458.712790,0.005716857,0.005707951,2.615080537,1.000130745,20005.2303320172,32.8621480626698,0.005707951,456.999458,453.567205,1.152435,0.017159578
418,455.337483,455.479731,456.616117,0.005690735,0.005681870,2.591233129,1.000129553,20005.1826341204,32.5624719985657,0.005681870,454.910614,451.494047,1.147168,0.017081173
419,453.251948,453.393545,454.524728,0.005664680,0.005655855,2.567554577,1.000128369,20005.1352739358,32.2649178363247,0.005655855,452.827034,449.426114,1.141914,0.017002965
420,451.171668,451.312615,452.438608,0.005638689,0.005629906,2.544043909,1.000127194,20005.0882495934,31.9694733744793,0.005629906,450.748704,447.363390,1.136673,0.016924953
421,449.096630,449.236929,450.357745,0.005612765,0.005604021,2.520700157,1.000126027,20005.0415591684,31.6761264565038,0.005604021,448.675611,445.305864,1.131445,0.016847138
422,447.026820,447.166472,448.282124,0.005586905,0.005578202,2.497522359,1.000124868,20004.9952006701,31.3848649782992,0.005578202,446.607741,443.253523,1.126230,0.016769518
423,444.962225,445.101232,446.211733,0.005561110,0.005552447,2.474509560,1.000123718,20004.9491721565,31.0956769331474,0.005552447,444.545081,441.206352,1.121029,0.016692094
424,442.902832,443.041196,444.146559,0.005535381,0.005526758,2.451660806,1.000122576,20004.9034718546,30.8085503442821,0.005526758,442.487618,439.164340,1.115840,0.016614864
425,440.848628,440.986350,442.086588,0.005509716,0.005501133,2.428975151,1.000121441,20004.8580978058,30.5234733472939,0.005501133,440.435340,437.127472,1.110665,0.016537828
426,438.799599,438.936682,440.031807,0.005484115,0.005475572,2.406451654,1.000120315,20004.8130480979,30.2404340702829,0.005475572,438.388232,435.095737,1.105503,0.016460987
427,436.755733,436.892178,437.982204,0.005458579,0.005450076,2.384089379,1.000119197,20004.7683208548,29.9594207686778,0.005450076,436.346282,433.069121,1.100353,0.016384338
428,434.717017,434.852825,435.937764,0.005433107,0.005424643,2.361887393,1.000118087,20004.7239142461,29.6804217353677,0.005424643,434.309476,431.047611,1.095217,0.016307882
429,432.683437,432.818610,433.898475,0.005407699,0.005399275,2.339844770,1.000116985,20004.6798263777,29.4034253156614,0.005399275,432.277803,429.031194,1.090094,0.016231619
430,430.654981,430.789520,431.864324,0.005382356,0.005373971,2.317960588,1.000115891,20004.6360555058,29.1284199372654,0.005373971,430.251248,427.019857,1.084983,0.016155547
431,428.631635,428.765542,429.835299,0.005357075,0.005348730,2.296233932,1.000114805,20004.5925996985,28.8553940803185,0.005348730,428.229799,425.013588,1.079886,0.016079667
432,426.613387,426.746664,427.811385,0.005331859,0.005323553,2.274663889,1.000113727,20004.5494570762,28.5843362923679,0.005323553,426.213443,423.012374,1.074801,0.016003978
433,424.600224,424.732872,425.792570,0.005306706,0.005298439,2.253249553,1.000112656,20004.5066260192,28.3152351883736,0.005298439,424.202167,421.016202,1.069729,0.015928479
434,422.592133,422.724154,423.778842,0.005281616,0.005273388,2.231990021,1.000111593,20004.4641045889,28.0480793982754,0.005273388,422.195958,419.025059,1.064670,0.015853169
435,420.589101,420.720497,421.770187,0.005256589,0.005248400,2.210884396,1.000110538,20004.4218910134,27.782857671855,0.005248400,420.194804,417.038932,1.059624,0.015778050
436,418.591116,418.721887,419.766592,0.005231625,0.005223475,2.189931787,1.000109491,20004.3799834511,27.5195588038369,0.005223475,418.198692,415.057810,1.054590,0.015703119
437,416.598164,416.728313,417.768045,0.005206724,0.005198613,2.169131305,1.000108451,20004.3383802013,27.2581716263981,0.005198613,416.207608,413.081678,1.049569,0.015628377
438,414.610234,414.739762,415.774534,0.005181886,0.005173813,2.148482068,1.000107418,20004.2970795179,26.9986850541,0.005173813,414.221541,411.110525,1.044561,0.015553822
439,412.627311,412.756220,413.786044,0.005157110,0.005149076,2.127983198,1.000106393,20004.2560795854,26.741088068923,0.005149076,412.240477,409.144338,1.039565,0.015479455
440,410.649384,410.777675,411.802564,0.005132396,0.005124401,2.107633822,1.000105376,20004.2153786856,26.4853696603317,0.005124401,410.264404,407.183105,1.034582,0.015405276
441,408.676440,408.804115,409.824082,0.005107745,0.005099788,2.087433070,1.000104366,20004.1749750879,26.2315189226598,0.005099788,408.293310,405.226813,1.029611,0.015331282
442,406.708467,406.835527,407.850583,0.005083155,0.005075236,2.067380079,1.000103364,20004.1348669752,25.979525025136,0.005075236,406.327181,403.275449,1.024653,0.015257475
443,404.745451,404.871898,405.882056,0.005058628,0.005050747,2.047473990,1.000102368,20004.0950528164,25.7293771519727,0.005050747,404.366005,401.329001,1.019707,0.015183854
444,402.787381,402.913217,403.918489,0.005034162,0.005026319,2.027713948,1.000101381,20004.0555306595,25.4810645622816,0.005026319,402.409771,399.387457,1.014774,0.015110418
445,400.834244,400.959469,401.959868,0.005009757,0.005001953,2.008099103,1.000100400,20004.0162990013,25.2345765601224,0.005001953,400.458464,397.450804,1.009854,0.015037166
446,398.886027,399.010644,400.006181,0.004985414,0.004977648,1.988628609,1.000099426,20003.9773560656,24.9899025469141,0.004977648,398.512073,395.519030,1.004945,0.014964099
447,396.942718,397.066728,398.057417,0.004961133,0.004953404,1.969301626,1.000098460,20003.9387002257,24.747031946559,0.004953404,396.570586,393.592123,1.000049,0.014891215
448,395.004304,395.127709,396.113561,0.004936912,0.004929221,1.950117316,1.000097501,20003.9003296749,24.5059542428741,0.004929221,394.633990,391.670070,0.995166,0.014818515
449,393.070774,393.193575,394.174602,0.004912752,0.004905099,1.931074848,1.000096549,20003.8622429017,24.2666589795971,0.004905099,392.702272,389.752858,0.990294,0.014745998
450,391.142115,391.264313,392.240528,0.004888653,0.004881037,1.912173394,1.000095604,20003.8244381961,24.0291357454081,0.004881037,390.775420,387.840477,0.985435,0.014673663
451,389.218314,389.339911,390.311326,0.004864615,0.004857036,1.893412132,1.000094666,20003.7869138614,23.7933742113828,0.004857036,388.853423,385.932913,0.980589,0.014601510
452,387.299360,387.420358,388.386984,0.004840637,0.004833096,1.874790242,1.000093735,20003.749668371,23.5593641010198,0.004833096,386.936267,384.030155,0.975754,0.014529538
453,385.385239,385.505639,386.467490,0.004816719,0.004809216,1.856306911,1.000092811,20003.7126999595,23.3270951677837,0.004809216,385.023941,382.132190,0.970932,0.014457748
454,383.475941,383.595744,384.552831,0.004792862,0.004785395,1.837961328,1.000091894,20003.6760071388,23.0965572400417,0.004785395,383.116433,380.239006,0.966121,0.014386138
455,381.571452,381.690661,382.642995,0.004769065,0.004761635,1.819752689,1.000090983,20003.63958816,22.8677401910982,0.004761635,381.213729,378.350592,0.961323,0.014314709
456,379.671761,379.790376,380.737970,0.004745327,0.004737934,1.801680191,1.000090080,20003.6034415004,22.6406339541845,0.004737934,379.315819,376.466934,0.956537,0.014243459
457,377.776855,377.894879,378.837744,0.004721649,0.004714293,1.783743039,1.000089183,20003.5675655907,22.4152285149536,0.004714293,377.422689,374.588022,0.951763,0.014172388
458,375.886722,376.004156,376.942305,0.004698031,0.004690712,1.765940439,1.000088293,20003.5319588209,22.1915139339704,0.004690712,375.534328,372.713842,0.947001,0.014101496
459,374.001351,374.118196,375.051640,0.004674472,0.004667190,1.748271603,1.000087410,20003.4966196247,21.9694802643004,0.004667190,373.650725,370.844384,0.942251,0.014030782
460,372.120729,372.236986,373.165738,0.004650972,0.004643727,1.730735747,1.000086533,20003.461546389,21.749117693841,0.004643727,371.771866,368.979635,0.937513,0.013960246
461,370.244845,370.360516,371.284587,0.004627532,0.004620323,1.713332092,1.000085663,20003.4267375447,21.5304164104852,0.004620323,369.897740,367.119583,0.932787,0.013889888
